,id,name,img,Winery,country,regions,grapes,cat,Bold,Tannic,Sweet,Acidic,flavours,keyword
1827,1827,Pinot Noir 2016,//images.vivino.com/thumbs/ZWh4wJ8ZS1mGrj0J3KgXdA_150x200.jpg,Domaine Rewa,New Zealand,SouthIsland CentralOtago ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light1,Smooth2,Dry0,Acidic6,oaky black fruit red fruit,SouthIsland CentralOtago  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light1 Smooth2 Dry0 Acidic6 oaky black fruit red fruit
1828,1828,Villa Don Maximiano 2016,//images.vivino.com/thumbs/DUtt8LWnSgCcfqzqjAXYmA_pb_x600.png,Errazuriz,Chile,Aconcagua AconcaguaValley ,CabernetSauvignon PetitVerdot Malbec,ChileanBordeauxBlend Redwine Blend,Bold7,Tannic5,Dry1,Acidic5,oaky,Aconcagua AconcaguaValley  CabernetSauvignon PetitVerdot Malbec ChileanBordeauxBlend Redwine Blend Bold7 Tannic5 Dry1 Acidic5 oaky
1829,1829,Spätburgunder Classic 2018,//images.vivino.com/thumbs/5fmmY3EvR9qrHQWkllLepA_pb_x600.png,Burggarten,Germany,Ahr  ,Spätburgunder  ,GermanSpätburgunder Redwine Spätburgunder,Light0,Smooth2,,Acidic6,oaky earthy red fruit,Ahr   Spätburgunder   GermanSpätburgunder Redwine Spätburgunder Light0 Smooth2  Acidic6 oaky earthy red fruit
1830,1830,Sibaris Reserva Especial Cabernet Sauvignon 2017,//images.vivino.com/thumbs/8QUXITfeQcukOtZe95jBqw_pb_x600.png,Undurraga,Chile,CentralValley MaipoValley ,CabernetSauvignon  ,ChileanCabernetSauvignon Redwine CabernetSauvignon,Bold7,Smooth4,Dry0,Soft4,oaky black fruit,CentralValley MaipoValley  CabernetSauvignon   ChileanCabernetSauvignon Redwine CabernetSauvignon Bold7 Smooth4 Dry0 Soft4 oaky black fruit
1831,1831,Q Cabernet Sauvignon 2006,//images.vivino.com/thumbs/AXDlg3plSnOxHdYdLHfRdQ_pb_x600.png,Zuccardi,Argentina,Mendoza UcoValley LaConsulta,CabernetSauvignon  ,ArgentinianCabernetSauvignon Redwine CabernetSauvignon,Bold6,Tannic5,Dry0,Soft4,oaky earthy black fruit red fruit spices,Mendoza UcoValley LaConsulta CabernetSauvignon   ArgentinianCabernetSauvignon Redwine CabernetSauvignon Bold6 Tannic5 Dry0 Soft4 oaky earthy black fruit red fruit spices
1832,1832,Tinto 2016,//images.vivino.com/thumbs/aFQiRkKsTV6QhBRJhAVWgQ_pb_x600.png,Quinta do Pôpa,Portugal,Duriense Douro ,TourigaFranca TintaRoriz ,PortugueseDouroRed Redwine Blend,Bold7,Tannic5,Dry0,Soft4,black fruit,Duriense Douro  TourigaFranca TintaRoriz  PortugueseDouroRed Redwine Blend Bold7 Tannic5 Dry0 Soft4 black fruit
1833,1833,Barolo 2018,//images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,Prunotto,Italy,Piemonte Barolo ,Nebbiolo  ,ItalianBarolo Redwine Nebbiolo,Bold5,Tannic7,Dry0,Acidic8,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus,Piemonte Barolo  Nebbiolo   ItalianBarolo Redwine Nebbiolo Bold5 Tannic7 Dry0 Acidic8 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus
1834,1834,Crianza 2011,//images.vivino.com/thumbs/mp16rcDwShO-YwSadGHqRA_pb_x600.png,Barahonda,Spain,Murcia Yecla ,Shiraz/Syrah PetitVerdot Monastrell,SpanishRed Redwine Blend,Bold6,Smooth4,Dry1,Soft4,oaky,Murcia Yecla  Shiraz/Syrah PetitVerdot Monastrell SpanishRed Redwine Blend Bold6 Smooth4 Dry1 Soft4 oaky
1835,1835,Solatìo del Tani Chianti Classico 2017,//images.vivino.com/thumbs/2VzoFCd-R4qw8kiP9iFYDw_pb_x600.png,Machiavelli,Italy,Toscana Chianti ChiantiClassico,Sangiovese  ,ItalianChianti Redwine Sangiovese,Light4,Tannic5,Dry0,Acidic6,oaky earthy red fruit,Toscana Chianti ChiantiClassico Sangiovese   ItalianChianti Redwine Sangiovese Light4 Tannic5 Dry0 Acidic6 oaky earthy red fruit
1836,1836,Jack London Vineyard Zinfandel 2010,//images.vivino.com/thumbs/3OuY5f4TR06XchluZgc0ug_pb_x600.png,Kenwood,United States,California NorthCoast SonomaCounty,Zinfandel  ,CalifornianZinfandel Redwine Zinfandel,Bold8,Smooth3,Dry2,Soft1,oaky earthy black fruit red fruit spices,California NorthCoast SonomaCounty Zinfandel   CalifornianZinfandel Redwine Zinfandel Bold8 Smooth3 Dry2 Soft1 oaky earthy black fruit red fruit spices
1837,1837,Crozes-Hermitage Comme Une Évidence 2014,//images.vivino.com/thumbs/uEZ8ojGwTgaIcgg9i_j2-A_pb_x600.png,Francois Villard,France,RhoneValley NorthernRhône Crozes-Hermitage,Shiraz/Syrah  ,NorthernRhôneCrozes-Hermitage Redwine Shiraz/Syrah,Bold6,Tannic5,Dry0,Soft3,,RhoneValley NorthernRhône Crozes-Hermitage Shiraz/Syrah   NorthernRhôneCrozes-Hermitage Redwine Shiraz/Syrah Bold6 Tannic5 Dry0 Soft3 
1838,1838,Limited Edition Carmenère 2017,//images.vivino.com/thumbs/sn0CQhiwQW69SZa-3KhvSA_pb_x600.png,Yali,Chile,CentralValley MaipoValley ,Carménère Shiraz/Syrah ,ChileanCarménère Redwine Blend,Bold6,Smooth3,Dry1,Soft4,oaky,CentralValley MaipoValley  Carménère Shiraz/Syrah  ChileanCarménère Redwine Blend Bold6 Smooth3 Dry1 Soft4 oaky
1839,1839,Barbaresco 2008,//images.vivino.com/thumbs/R6Z8wBpDSjezE_5Jz-T2fQ_pb_x600.png,Prunotto,Italy,Piemonte Barbaresco ,Nebbiolo  ,ItalianBarbaresco Redwine Nebbiolo,Bold5,Tannic6,Dry0,Acidic8,oaky earthy black fruit red fruit spices floral dried fruit citrus,Piemonte Barbaresco  Nebbiolo   ItalianBarbaresco Redwine Nebbiolo Bold5 Tannic6 Dry0 Acidic8 oaky earthy black fruit red fruit spices floral dried fruit citrus
1840,1840,La Quinta de Rafa 2020,//images.vivino.com/thumbs/grAdj01oSl6yuf_iLcdutw_pb_x600.png,Volver,Spain,Castilla Almansa ,GarnachaTintorera Shiraz/Syrah ,SpanishRed Redwine Blend,Bold6,Smooth4,Dry3,Soft4,,Castilla Almansa  GarnachaTintorera Shiraz/Syrah  SpanishRed Redwine Blend Bold6 Smooth4 Dry3 Soft4 
1841,1841,Altos de Losada 2014,//images.vivino.com/thumbs/i9aYzkZ2T_25ypI_Gsd3fQ_pb_x600.png,Losada,Spain,CastillayLeón Bierzo ,Mencia  ,SpanishMencia Redwine Mencia,Bold5,Smooth4,Dry1,Acidic6,oaky earthy black fruit red fruit spices,CastillayLeón Bierzo  Mencia   SpanishMencia Redwine Mencia Bold5 Smooth4 Dry1 Acidic6 oaky earthy black fruit red fruit spices
1842,1842,Gran Reserva Syrah 2016,//images.vivino.com/thumbs/nLpqvaXdSrKsc_u804ujZg_pb_x600.png,Carmen,Chile,CentralValley RapelValley ColchaguaValley,Shiraz/Syrah  ,ChileanSyrah Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft2,oaky earthy black fruit spices,CentralValley RapelValley ColchaguaValley Shiraz/Syrah   ChileanSyrah Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft2 oaky earthy black fruit spices
1843,1843,Premium Monastrell - Garnacha 2014,//images.vivino.com/thumbs/Crlez-iQQH2KPsHWEgEC1g_pb_x600.png,La Purisima,Spain,Murcia Yecla ,Monastrell Garnacha ,SpanishRed Redwine Blend,Bold6,Smooth4,Dry0,Soft4,oaky black fruit,Murcia Yecla  Monastrell Garnacha  SpanishRed Redwine Blend Bold6 Smooth4 Dry0 Soft4 oaky black fruit
1844,1844,Fincas Malbec 2018,//images.vivino.com/thumbs/G0ZJI5krTGiXSRB2tnXHFQ_150x200.jpg,Trapiche,Argentina,Mendoza UcoValley ,Malbec  ,ArgentinianMalbec Redwine Malbec,Bold6,Smooth3,Dry1,Soft3,oaky earthy black fruit,Mendoza UcoValley  Malbec   ArgentinianMalbec Redwine Malbec Bold6 Smooth3 Dry1 Soft3 oaky earthy black fruit
1845,1845,Haut-Médoc 2003,//images.vivino.com/thumbs/mvke5H4aQVChlNBoLCWyOQ_pb_x600.png,Château Beaumont,France,Bordeaux Médoc Haut-Médoc,CabernetSauvignon  ,BordeauxMédoc Redwine CabernetSauvignon,Bold7,Tannic7,Dry0,Acidic7,oaky earthy black fruit red fruit spices floral dried fruit yeasty,Bordeaux Médoc Haut-Médoc CabernetSauvignon   BordeauxMédoc Redwine CabernetSauvignon Bold7 Tannic7 Dry0 Acidic7 oaky earthy black fruit red fruit spices floral dried fruit yeasty
1846,1846,Promenade Châteauneuf-du-Pape 2012,//images.vivino.com/thumbs/kDf9tN_HS9OwqXP5cDWpLA_150x200.jpg,Les Celliers de Beauregard,France,RhoneValley SouthernRhône Châteauneuf-du-Pape,Grenache  ,SouthernRhôneChâteauneuf-du-PapeRed Redwine Grenache,Bold7,Smooth3,,Soft3,,RhoneValley SouthernRhône Châteauneuf-du-Pape Grenache   SouthernRhôneChâteauneuf-du-PapeRed Redwine Grenache Bold7 Smooth3  Soft3 
1847,1847,Elementos 2013,//images.vivino.com/thumbs/qptpg_xzRwqntTJ6H5leRw_150x200.jpg,Echeverría,Chile,CentralValley MaipoValley ,CabernetSauvignon Carignan PetitVerdot, Redwine Blend,,,,,oaky,CentralValley MaipoValley  CabernetSauvignon Carignan PetitVerdot  Redwine Blend     oaky
1848,1848,Aloxe-Corton 2010,//images.vivino.com/thumbs/-0L7uZymS-29sq-e0ZFm6A_pb_x600.png,Albert Bichot,France,Bourgogne CôtedeBeaune Aloxe-Corton,PinotNoir  ,BurgundyCôtedeBeauneRed Redwine PinotNoir,Light3,Smooth3,Dry0,Acidic6,red fruit,Bourgogne CôtedeBeaune Aloxe-Corton PinotNoir   BurgundyCôtedeBeauneRed Redwine PinotNoir Light3 Smooth3 Dry0 Acidic6 red fruit
1849,1849,Côte de Nuits Villages Le Vaucrain 2013,//images.vivino.com/thumbs/DplVqg9zSaaOM28bug6mnw_pb_x600.png,Louis Jadot,France,Bourgogne CôtedeNuits CôtedeNuitsVillages,PinotNoir  ,BurgundyCôtedeNuitsRed Redwine PinotNoir,Light3,Smooth3,Dry0,Acidic7,oaky earthy black fruit red fruit spices,Bourgogne CôtedeNuits CôtedeNuitsVillages PinotNoir   BurgundyCôtedeNuitsRed Redwine PinotNoir Light3 Smooth3 Dry0 Acidic7 oaky earthy black fruit red fruit spices
1850,1850,Catkin Shiraz 2017,//images.vivino.com/thumbs/HEdLTtRLQeSaYrj2Maui4w_pb_x600.png,Haselgrove,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry2,Soft4,oaky black fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry2 Soft4 oaky black fruit spices
1851,1851,Pinot Noir 2013,//images.vivino.com/thumbs/klx5Nv0FRQCdpzxk8tIIYQ_pb_x600.png,Mahi,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry0,Acidic6,oaky earthy black fruit red fruit spices,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry0 Acidic6 oaky earthy black fruit red fruit spices
1852,1852,Mamre Brook Shiraz 2006,//images.vivino.com/thumbs/Dhce6IDCTc6OW8J9XWwS6g_pb_x600.png,Saltram,Australia,SouthAustralia Barossa ,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Barossa  Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
1853,1853,Raso 2008,//images.vivino.com/thumbs/OwIZ2ArFQzO_E5gZ6CIAIw_pb_x600.png,Pago de Larrainzar,Spain,Navarra  ,CabernetSauvignon Merlot Tempranillo,SpanishRed Redwine Blend,Bold6,Smooth4,Dry1,Soft4,oaky black fruit red fruit,Navarra   CabernetSauvignon Merlot Tempranillo SpanishRed Redwine Blend Bold6 Smooth4 Dry1 Soft4 oaky black fruit red fruit
1854,1854,Eileen Hardy Shiraz 2010,//images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
1855,1855,Rosso Veneto 2009,//images.vivino.com/thumbs/HxKpjoDIS1-eK5GEVYhGtg_pb_x600.png,Gran Passione,Italy,Veneto  ,Corvina  ,NorthernItalyRed Redwine Corvina,Bold6,Smooth3,Dry2,Soft2,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit,Veneto   Corvina   NorthernItalyRed Redwine Corvina Bold6 Smooth3 Dry2 Soft2 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty vegetal citrus tree fruit
1856,1856,Gran Reserva Syrah 2015,//images.vivino.com/thumbs/t3JecDjkT2ygoUONr4Ad7A_pb_x600.png,Echeverría,Chile,CentralValley RapelValley ColchaguaValley,Shiraz/Syrah  ,ChileanSyrah Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft2,oaky black fruit,CentralValley RapelValley ColchaguaValley Shiraz/Syrah   ChileanSyrah Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft2 oaky black fruit
1857,1857,Gigondas 2016,//images.vivino.com/thumbs/L5aaGsL4Tui5pz5OgBPCNw_pb_x600.png,Vidal Fleury,France,RhoneValley SouthernRhône Gigondas,Shiraz/Syrah Grenache Mourvedre,SouthernRhôneRed Redwine Blend,Bold6,Smooth4,Dry0,Acidic5,,RhoneValley SouthernRhône Gigondas Shiraz/Syrah Grenache Mourvedre SouthernRhôneRed Redwine Blend Bold6 Smooth4 Dry0 Acidic5 
1858,1858,1810 Cabernet Sauvignon - Carmenère 2009,//images.vivino.com/thumbs/ensIu2WdQv6ezasb1XUFIg_pb_x600.png,Casa Donoso,Chile,CentralValley MauleValley ,CabernetSauvignon Carménère ,ChileanBordeauxBlend Redwine Blend,Bold7,Tannic5,Dry2,Soft4,black fruit,CentralValley MauleValley  CabernetSauvignon Carménère  ChileanBordeauxBlend Redwine Blend Bold7 Tannic5 Dry2 Soft4 black fruit
1859,1859,Lalande-de-Pomerol 2007,//images.vivino.com/thumbs/D1ftUyxUSWWh4RWt5dWeTQ_pb_x600.png,Château Sergant,France,Bordeaux Libournais Lalande-de-Pomerol,Merlot  ,BordeauxLibournaisRed Redwine Merlot,Bold6,Smooth3,Dry0,Soft4,oaky earthy black fruit red fruit spices,Bordeaux Libournais Lalande-de-Pomerol Merlot   BordeauxLibournaisRed Redwine Merlot Bold6 Smooth3 Dry0 Soft4 oaky earthy black fruit red fruit spices
1860,1860,Bourgogne Hautes-Côtes de Nuits 'Les Dames Huguettes' 2018,//images.vivino.com/thumbs/Kn0GKCi6TFah_UGl1ZwAAg_pb_x600.png,Maurice Gavignet,France,Bourgogne BourgogneHautes-CôtesdeNuits ,PinotNoir  ,BurgundyCôtedeNuitsRed Redwine PinotNoir,Light4,Smooth2,Dry1,Acidic7,,Bourgogne BourgogneHautes-CôtesdeNuits  PinotNoir   BurgundyCôtedeNuitsRed Redwine PinotNoir Light4 Smooth2 Dry1 Acidic7 
1861,1861,Barbera d'Alba 2012,//images.vivino.com/thumbs/tiA2_hjGRQGpt3_WeMEtFA_pb_x600.png,Bricco Maiolica,Italy,Piemonte Barberad'Alba ,Barbera  ,ItalianBarbera Redwine Barbera,Bold5,Smooth2,Dry1,Acidic6,,Piemonte Barberad'Alba  Barbera   ItalianBarbera Redwine Barbera Bold5 Smooth2 Dry1 Acidic6 
1862,1862,Classic Pinot Noir 2014,//images.vivino.com/thumbs/mljJcCO_QBKh9N4hDNtt6w_150x200.jpg,Lange,United States,Oregon WillametteValley ,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light1,Smooth1,Dry0,Acidic5,,Oregon WillametteValley  PinotNoir   OregonPinotNoir Redwine PinotNoir Light1 Smooth1 Dry0 Acidic5 
1863,1863,Rex Cabernet Sauvignon 2014,//images.vivino.com/thumbs/m-lzwYirQ-agfdDZsNAqXA_pb_x600.png,Strydom,South Africa,WesternCape CoastalRegion Stellenbosch,CabernetSauvignon  ,SouthAfricanCabernetSauvignon Redwine CabernetSauvignon,Bold7,Tannic7,Dry0,Acidic6,,WesternCape CoastalRegion Stellenbosch CabernetSauvignon   SouthAfricanCabernetSauvignon Redwine CabernetSauvignon Bold7 Tannic7 Dry0 Acidic6 
1864,1864,Privada Family Blend 2005,//images.vivino.com/thumbs/ZANkfdL3S-ih9yHjxoVRIw_pb_x600.png,Bodega Norton,Argentina,Mendoza LujandeCuyo ,CabernetSauvignon  ,ArgentinianBordeauxBlend Redwine CabernetSauvignon,Bold8,Tannic5,Dry0,Acidic6,oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty,Mendoza LujandeCuyo  CabernetSauvignon   ArgentinianBordeauxBlend Redwine CabernetSauvignon Bold8 Tannic5 Dry0 Acidic6 oaky earthy black fruit red fruit spices floral dried fruit ageing yeasty
1865,1865,Grande Réserve 2015,//images.vivino.com/thumbs/OCjXVo8pT2-9WN5OxL0CBQ_150x200.jpg,Les Courtines,France,VindeFrance  ,Merlot CabernetSauvignon ,Languedoc-RoussillonRed Redwine Blend,Bold6,Tannic5,Dry1,Acidic6,oaky black fruit,VindeFrance   Merlot CabernetSauvignon  Languedoc-RoussillonRed Redwine Blend Bold6 Tannic5 Dry1 Acidic6 oaky black fruit
1866,1866,Cabernet Sauvignon (It's Magic) 2015,//images.vivino.com/thumbs/yU7AZL3YSJWWAAxegbl18A_pb_x600.png,3 Rings,Australia,SouthAustralia Barossa BarossaValley,CabernetSauvignon  ,AustralianCabernetSauvignon Redwine CabernetSauvignon,Bold6,Tannic5,Dry0,Soft4,,SouthAustralia Barossa BarossaValley CabernetSauvignon   AustralianCabernetSauvignon Redwine CabernetSauvignon Bold6 Tannic5 Dry0 Soft4 
1867,1867,Pinot Noir 2013,//images.vivino.com/thumbs/lhTCP1vvSDyVo3a85F-X3w_pb_x600.png,Phelps Creek,United States,Oregon ColumbiaGorge ,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light2,Smooth1,Dry0,Acidic6,oaky earthy black fruit red fruit,Oregon ColumbiaGorge  PinotNoir   OregonPinotNoir Redwine PinotNoir Light2 Smooth1 Dry0 Acidic6 oaky earthy black fruit red fruit
1868,1868,Rosso di Montalcino 2018,//images.vivino.com/thumbs/VTCQak2oSb-DcXq2jAcPRg_pb_x600.png,Paradiso di Cacuci,Italy,Toscana RossodiMontalcino ,Sangiovese  ,TuscanRed Redwine Sangiovese,Light3,Smooth3,,Soft4,,Toscana RossodiMontalcino  Sangiovese   TuscanRed Redwine Sangiovese Light3 Smooth3  Soft4 
1869,1869,La Musa Negre 2013,//images.vivino.com/thumbs/wzz4lHXQSFefFmJx3VCyyQ_pb_x600.png,Vins de Pedra,Spain,Catalunya ConcadeBarberà ,Shiraz/Syrah Merlot CabernetSauvignon,SpanishRed Redwine Blend,Bold5,Smooth4,Dry1,Soft4,,Catalunya ConcadeBarberà  Shiraz/Syrah Merlot CabernetSauvignon SpanishRed Redwine Blend Bold5 Smooth4 Dry1 Soft4 
1870,1870,Vino Nobile di Montepulciano 2016,//images.vivino.com/thumbs/1Q2iQzfeQP6iIcxaZnZ0UA_pb_x600.png,Massimo Romeo,Italy,Toscana VinoNobilediMontepulciano ,Sangiovese  ,ItalianVinoNobileDiMontepulciano Redwine Sangiovese,Bold5,Tannic6,,Acidic6,,Toscana VinoNobilediMontepulciano  Sangiovese   ItalianVinoNobileDiMontepulciano Redwine Sangiovese Bold5 Tannic6  Acidic6 
1871,1871,Harri Gorri Pierre Rouge 2017,//images.vivino.com/thumbs/4sTyH8nBSJOsc52X6qpNfQ_pb_x600.png,Brana,France,SouthWestFrance Pyrenées PaysBasque,CabernetFranc Tannat CabernetSauvignon, Redwine Blend,,,,,earthy black fruit red fruit,SouthWestFrance Pyrenées PaysBasque CabernetFranc Tannat CabernetSauvignon  Redwine Blend     earthy black fruit red fruit
1872,1872,Pinot Noir 2008,//images.vivino.com/thumbs/gmjg-x1KTBK7_LQUn2LMog_pb_x600.png,A to Z Wineworks,United States,Oregon  ,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light1,Smooth1,Dry0,Acidic6,oaky earthy black fruit red fruit spices floral yeasty citrus tree fruit,Oregon   PinotNoir   OregonPinotNoir Redwine PinotNoir Light1 Smooth1 Dry0 Acidic6 oaky earthy black fruit red fruit spices floral yeasty citrus tree fruit
1873,1873,Montagne Saint-Émilion 2009,//images.vivino.com/thumbs/01xk8ua2f3exo_150x200.jpg,Château Samion,France,Bordeaux Libournais Saint-Émilion,CabernetSauvignon CabernetFranc Merlot,BordeauxSaint-Émilion Redwine Blend,Bold7,Tannic6,Dry0,Acidic5,,Bordeaux Libournais Saint-Émilion CabernetSauvignon CabernetFranc Merlot BordeauxSaint-Émilion Redwine Blend Bold7 Tannic6 Dry0 Acidic5 
1874,1874,Eileen Hardy Shiraz 2012,//images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png,Hardys,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices
1875,1875,PF Shiraz 2019,//images.vivino.com/thumbs/Kwvdmdb2T9akoc0F_GfM9w_pb_x600.png,Yangarra,Australia,SouthAustralia Fleurieu McLarenVale,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold7,Smooth4,Dry2,Soft4,oaky earthy black fruit red fruit spices,SouthAustralia Fleurieu McLarenVale Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold7 Smooth4 Dry2 Soft4 oaky earthy black fruit red fruit spices
1876,1876,Cabernet Sauvignon - Carmenère Reserva 2015,//images.vivino.com/thumbs/Ye6Bp9giQbq5V0_v1s4vSA_150x200.jpg,Ramirana,Chile,CentralValley MaipoValley ,CabernetSauvignon Carménère , Redwine Blend,,,,,,CentralValley MaipoValley  CabernetSauvignon Carménère   Redwine Blend     
1877,1877,Antiguas Reservas Cabernet Sauvignon 2003,//images.vivino.com/thumbs/ujDWdzWlRC6j4OONPxa3Ow_pb_x600.png,Cousiño-Macul,Chile,CentralValley MaipoValley ,CabernetSauvignon  ,ChileanCabernetSauvignon Redwine CabernetSauvignon,Bold7,Smooth4,Dry1,Soft4,oaky earthy black fruit red fruit spices yeasty,CentralValley MaipoValley  CabernetSauvignon   ChileanCabernetSauvignon Redwine CabernetSauvignon Bold7 Smooth4 Dry1 Soft4 oaky earthy black fruit red fruit spices yeasty
1878,1878,Classic 2014,//images.vivino.com/thumbs/KLzUY-1tToiOjkGPVcs92A_pb_x600.png,Bodegas Langa,Spain,Aragón Calatayud ,Garnacha  ,SpanishGrenache Redwine Garnacha,Bold8,Smooth4,Dry1,Soft4,oaky black fruit spices,Aragón Calatayud  Garnacha   SpanishGrenache Redwine Garnacha Bold8 Smooth4 Dry1 Soft4 oaky black fruit spices
1879,1879,Gisèle Pinot Noir 2012,//images.vivino.com/thumbs/BmMFjvNJSWuyq6JOCn8VyQ_pb_x600.png,WillaKenzie Estate,United States,Oregon WillametteValley ,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light2,Smooth1,Dry0,Acidic6,oaky earthy black fruit red fruit spices,Oregon WillametteValley  PinotNoir   OregonPinotNoir Redwine PinotNoir Light2 Smooth1 Dry0 Acidic6 oaky earthy black fruit red fruit spices
1880,1880,Timbrell Cabernet - Shiraz - Merlot 2017,//images.vivino.com/thumbs/SDD7l8t3T0q-p_TFFs9HAw_150x200.jpg,Penley Estate,Australia,SouthAustralia LimestoneCoast Coonawarra,CabernetSauvignon Merlot Shiraz/Syrah, Redwine Blend,,,,,black fruit,SouthAustralia LimestoneCoast Coonawarra CabernetSauvignon Merlot Shiraz/Syrah  Redwine Blend     black fruit
1881,1881,Three Hills Cuvée Pinot Noir 2011,//images.vivino.com/thumbs/5-0t6M_lQsCermgBeRrTYQ_pb_x600.png,Lange,United States,Oregon WillametteValley ,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light3,Smooth2,Dry0,Acidic5,oaky earthy black fruit red fruit,Oregon WillametteValley  PinotNoir   OregonPinotNoir Redwine PinotNoir Light3 Smooth2 Dry0 Acidic5 oaky earthy black fruit red fruit
1882,1882,Pinot Noir 2017,//images.vivino.com/thumbs/_qnMiKM1Q5CZgGJnI_dt6Q_pb_x600.png,Clos Henri Vineyard,New Zealand,SouthIsland Marlborough ,PinotNoir  ,NewZealandPinotNoir Redwine PinotNoir,Light2,Smooth2,Dry1,Acidic6,oaky earthy black fruit red fruit spices,SouthIsland Marlborough  PinotNoir   NewZealandPinotNoir Redwine PinotNoir Light2 Smooth2 Dry1 Acidic6 oaky earthy black fruit red fruit spices
1883,1883,HRB Shiraz 2009,//images.vivino.com/thumbs/edFW1S7eRp2BRiASbgfgCA_pb_x600.png,Hardys,Australia,SouthAustralia  ,Shiraz/Syrah  ,AustralianShiraz Redwine Shiraz/Syrah,Bold8,Smooth4,Dry1,Soft4,oaky earthy black fruit spices,SouthAustralia   Shiraz/Syrah   AustralianShiraz Redwine Shiraz/Syrah Bold8 Smooth4 Dry1 Soft4 oaky earthy black fruit spices
1884,1884,Napa Valley Cabernet Sauvignon 2010,//images.vivino.com/thumbs/o3kn5qVdS5WbmU28IsRBAw_pb_x600.png,Martin Ray,United States,California NorthCoast NapaCounty,CabernetSauvignon  ,NapaValleyCabernetSauvignon Redwine CabernetSauvignon,Bold8,Tannic5,Dry0,Acidic5,oaky earthy black fruit red fruit spices,California NorthCoast NapaCounty CabernetSauvignon   NapaValleyCabernetSauvignon Redwine CabernetSauvignon Bold8 Tannic5 Dry0 Acidic5 oaky earthy black fruit red fruit spices
1885,1885,Pinot Noir 2010,//images.vivino.com/thumbs/stHYsmFyRIqcFSmtkU2ZwA_pb_x600.png,Montebruno,United States,Oregon WillametteValley Eola-AmityHills,PinotNoir  ,OregonPinotNoir Redwine PinotNoir,Light2,Smooth1,Dry0,Acidic7,earthy,Oregon WillametteValley Eola-AmityHills PinotNoir   OregonPinotNoir Redwine PinotNoir Light2 Smooth1 Dry0 Acidic7 earthy
1886,1886,Tempranillo 2012,//images.vivino.com/thumbs/5mrNQjAqStecGBQANPfXtg_pb_x600.png,Bodegas Casa Primicia,Spain,Rioja  ,Tempranillo  ,SpanishRiojaRed Redwine Tempranillo,Bold5,Tannic5,Dry0,Acidic5,,Rioja   Tempranillo   SpanishRiojaRed Redwine Tempranillo Bold5 Tannic5 Dry0 Acidic5 
